Fornitore;Articolo;OrAcq - Data Prevista Evasione;OrAcq - Data Effettiva Evasione;OrAcq - Numero Documento;Causale Documento;Pagamento Documento;Riga Evasa;OrAcq - Importo Generale 1;OrAcq - Importo Generale da evadere 1;OrAcq - Importo Generale Evaso 1
;;11 nov 2022;Non definito;1792;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;54,06;54,06;0,00
;;09 dic 2022;Non definito;1999;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;16,93;16,93;0,00
;TEC-LE008006-R;14 gen 2022;18 gen 2022;2216;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;16,93;0,00;16,93
;;;;2229;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;16,93;0,00;16,93
;TEC-PH1M25-105GBCRB;10 gen 2022;18 gen 2022;1640;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;183,74;0,00;183,74
;;14 gen 2022;18 gen 2022;1792;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;367,48;0,00;367,48
;;04 feb 2022;02 feb 2022;1792;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;91,87;0,00;91,87
;;11 mar 2022;04 mar 2022;1792;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;551,22;0,00;551,22
;;10 giu 2022;Non definito;1792;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;367,48;367,48;0,00
;;08 set 2022;Non definito;1792;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;367,48;367,48;0,00
;TEC-A-DSM-SC-15F-ST;15 ott 2021;19 ott 2021;1741;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;21,78;0,00;21,78
;;10 gen 2022;18 gen 2022;2065;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;21,78;0,00;21,78
;;10 mar 2022;04 mar 2022;177;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;10,89;0,00;10,89
;;11 mar 2022;04 mar 2022;228;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;10,89;0,00;10,89
;;;;340;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;21,78;0,00;21,78
;TEC-RE063247-R;14 gen 2022;18 gen 2022;2178;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;83,95;0,00;83,95
;TEC-RES54310-R;08 lug 2022;Non definito;449;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;17,17;17,17;0,00
;;;;474;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;8,59;8,59;0,00
;TEC-RE092310;10 gen 2022;18 gen 2022;2178;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;44,35;0,00;44,35
;;08 apr 2022;Non definito;228;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;45,94;45,94;0,00
;TEC-192922-1210;24 set 2021;27 set 2021;1617;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Chiusa senza completa evasione;502,13;0,00;376,60
;;12 nov 2021;12 nov 2021;1916;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;131,94;0,00;131,94
;TEC-192922-1330;17 set 2021;20 set 2021;1507;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;362,39;0,00;362,39
;;24 set 2021;27 set 2021;1507;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;79,55;0,00;79,55
;;11 mar 2022;04 mar 2022;340;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;459,36;0,00;459,36
;TEC-192922-1250;12 nov 2021;12 nov 2021;1958;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;295,70;0,00;295,70
;;11 mar 2022;04 mar 2022;340;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;604,80;0,00;604,80
;TEC-192922-1270;17 set 2021;20 set 2021;1507;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;514,94;0,00;514,94
;;29 gen 2022;02 feb 2022;95;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;354,24;0,00;354,24
;TEC-COT44275;01 apr 2022;Non definito;385;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Aperta;113,90;113,90;0,00
;TEC-COT40275;01 apr 2022;04 mar 2022;385;Ordine a Fornitore;Ricevuta Bancaria 90 df fm+10;Evasa;66,60;0,00;66,60
AGENCAVI SRL;TEC-TK82839;01 dic 2021;02 dic 2021;1779;Ordine a Fornitore;Ricevuta Bancaria 60 df fm+10g;Evasa;381,00;0,00;381,00
ALHOF di A. HOFMANN S.p.A.;TEC-GDML 2009RC230;02 mag 2022;Non definito;1509;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+10gg;Aperta;395,50;395,50;0,00
;;;;1959;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+10gg;Aperta;395,50;395,50;0,00
;TEC-C6406107;03 feb 2022;02 feb 2022;2289;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+10gg;Evasa;684,84;0,00;684,84
;TEC-GDM3-16;24 set 2021;20 dic 2021;1509;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+10gg;Evasa;5,50;0,00;5,50
;;06 dic 2021;20 dic 2021;1959;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+10gg;Evasa;5,50;0,00;5,50
ALTA S.R.L.;TEC-PLC1M-S4-M;08 mar 2022;08 feb 2022;180;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+10gg;Evasa;85,00;0,00;85,00
;TEC-H150X034FIT;05 gen 2022;18 gen 2022;1642;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+10gg;Evasa;192,00;0,00;192,00
;;05 feb 2022;08 feb 2022;1642;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+10gg;Evasa;192,00;0,00;192,00
;;05 mar 2022;08 mar 2022;1642;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+10gg;Evasa;192,00;0,00;192,00
;;11 apr 2022;Non definito;1743;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+10gg;Aperta;192,00;192,00;0,00
;;03 set 2022;Non definito;2001;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+10gg;Aperta;192,00;192,00;0,00
;TEC-OM-338 PT;03 feb 2022;08 feb 2022;2333;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+10gg;Evasa;121,50;0,00;121,50
;;03 mar 2022;08 mar 2022;2333;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+10gg;Evasa;121,50;0,00;121,50
;;03 apr 2022;Non definito;459;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+10gg;Aperta;397,50;397,50;0,00
;;03 mag 2022;Non definito;459;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+10gg;Aperta;331,25;331,25;0,00
;;03 giu 2022;Non definito;459;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+10gg;Aperta;331,25;331,25;0,00
;;03 lug 2022;Non definito;459;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+10gg;Aperta;397,50;397,50;0,00
;;03 ago 2022;Non definito;459;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+10gg;Aperta;198,75;198,75;0,00
;TEC-FUORI MAGAZZINO;15 ott 2021;28 ott 2021;1670;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+10gg;Evasa;404,00;0,00;404,00
;;18 feb 2022;21 feb 2022;199;Ordine a Fornitore;Ricevuta Bancaria 30gg fm+10gg;Evasa;304,00;0,00;304,00
AMAZON EU S.à.r.l - SUCCURSALE ITALIANA;TEC-BAT-1/2AA-NR;08 feb 2022;12 feb 2022;280;Ordine a Fornitore;Addebito su carta di credito;Evasa;51,90;0,00;51,90
;TEC-GM1-4134681;15 ott 2021;19 ott 2021;1827;Ordine a Fornitore;Addebito su carta di credito;Evasa;40,68;0,00;40,68
AMAZON EU Sàrl Succursale Française;TEC-FUORI MAGAZZINO;10 nov 2021;Non definito;1975;Ordine a Fornitore;Addebito su carta di credito;Chiusa senza completa evasione;0,00;0,00;0,00
AP&P ELECTRONICS;TEC-CA1901_1.1;04 mar 2022;24 mar 2022;414;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa parzialmente;1.143,30;154,50;988,80
;TEC-CA1902_1.0;08 mar 2022;Non definito;414;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;819,00;819,00;0,00
;TEC-CA1803_01;28 feb 2022;04 mar 2022;410;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;710,00;0,00;710,00
;;20 mar 2022;Non definito;488;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;639,00;639,00;0,00
;TEC-CA1806_03;28 feb 2022;14 mar 2022;410;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa parzialmente;874,00;114,00;760,00
;;20 mar 2022;Non definito;488;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;380,00;380,00;0,00
;TEC-CA1802_00;18 feb 2022;24 mar 2022;359;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;873,60;0,00;873,60
ARIAT TECHNOLOGY LTD;TEC-S1D13517F00A100;25 ott 2021;09 nov 2021;1867;Ordine a Fornitore;Bonifico Anticipato;Evasa;1.710,80;0,00;1.710,80
;TEC-PIC16F1825-I/SL;08 dic 2021;22 dic 2021;2211;Ordine a Fornitore;Bonifico Anticipato;Evasa;59.107,41;0,00;59.107,41
;TEC-FUORI MAGAZZINO;25 ott 2021;09 nov 2021;1867;Ordine a Fornitore;Bonifico Anticipato;Evasa;85,93;0,00;85,93
;;08 dic 2021;22 dic 2021;2211;Ordine a Fornitore;Bonifico Anticipato;Evasa;88,55;0,00;88,55
;;05 mar 2022;15 mar 2022;332;Ordine a Fornitore;Bonifico Anticipato;Evasa;88,33;0,00;88,33
;TEC-PIC32MX150F128DT-I/P;05 mar 2022;15 mar 2022;332;Ordine a Fornitore;Bonifico Anticipato;Evasa;24.262,45;0,00;24.262,45
ARROW ELECTRONICS INC;TEC-LM2902DG;26 gen 2022;11 gen 2022;27;Ordine a Fornitore;Addebito su carta di credito;Evasa;11,58;0,00;11,58
;TEC-39-29-9023;03 gen 2022;11 gen 2022;2321;Ordine a Fornitore;Addebito su carta di credito;Evasa;319,17;0,00;319,17
;;20 gen 2022;25 gen 2022;125;Ordine a Fornitore;Addebito su carta di credito;Evasa;51,66;0,00;51,66
;TEC-SST39VF1682-70-4C-EK;19 gen 2022;28 gen 2022;145;Ordine a Fornitore;Addebito su carta di credito;Evasa;105,73;0,00;105,73
;TEC-FUORI MAGAZZINO;21 dic 2021;11 gen 2022;2287;Ordine a Fornitore;Addebito su carta di credito;Evasa;40,62;0,00;40,62
;;03 gen 2022;11 gen 2022;2321;Ordine a Fornitore;Addebito su carta di credito;Evasa;45,06;0,00;45,06
;;26 gen 2022;11 gen 2022;27;Ordine a Fornitore;Addebito su carta di credito;Evasa;0,00;0,00;0,00
;TEC-R0402-470R 0.5%;09 mar 2022;08 mar 2022;430;Ordine a Fornitore;Addebito su carta di credito;Chiusa senza completa evasione;1,27;0,00;1,25
ARROW ELECTRONICS ITALIA SRL;TEC-SST25VF016B-50-4C-S2;13 dic 2021;13 ott 2021;1557;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;91,46;0,00;91,46
;;10 gen 2022;11 gen 2022;2332;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;119,33;0,00;119,33
;TEC-ACM4520-901-2P-T000;10 gen 2022;12 gen 2022;2283;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;367,20;0,00;367,20
;TEC-LM317LD;21 feb 2022;22 feb 2022;1787;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;144,00;0,00;144,00
;;25 feb 2022;16 feb 2022;1787;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;144,00;0,00;144,00
;;04 apr 2022;Non definito;1787;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;288,00;288,00;0,00
;;25 mag 2022;Non definito;1787;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;216,25;216,25;0,00
;;29 giu 2022;Non definito;1787;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;144,00;144,00;0,00
;;31 ago 2022;Non definito;1787;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;144,00;144,00;0,00
;TEC-LM317T;10 gen 2022;11 gen 2022;2174;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;48,62;0,00;48,62
;;09 mag 2022;Non definito;175;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;7,08;7,08;0,00
;TEC-LM5117PMH;25 set 2023;Non definito;26;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Chiusa senza completa evasione;442,38;0,00;0,00
;TEC-24C08;31 gen 2022;01 ott 2021;1636;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;0,26;0,00;0,26
;TEC-M24C08-FMN6TP;21 feb 2022;18 feb 2022;2283;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;3,55;0,00;3,55
;;30 mag 2022;Non definito;175;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;1,90;1,90;0,00
;TEC-74HC4046N;28 feb 2022;25 feb 2022;348;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;14,55;0,00;14,55
;TEC-LF50CV;25 gen 2022;25 gen 2022;26;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;17,27;0,00;17,27
;;28 mar 2022;29 mar 2022;26;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;16,01;0,00;16,01
;TEC-L78L33ACD;10 gen 2022;11 gen 2022;1862;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;111,75;0,00;111,75
;;04 apr 2022;Non definito;1787;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;223,50;223,50;0,00
;;30 mag 2022;Non definito;1787;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;223,50;223,50;0,00
;;04 lug 2022;Non definito;1787;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;223,50;223,50;0,00
;TEC-L78L05ACD;20 nov 2022;Non definito;1787;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;600,00;600,00;0,00
;TEC-L78M05ABDT-TR;16 gen 2023;Non definito;1787;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;1.467,00;1.467,00;0,00
;TEC-KM405;29 nov 2021;02 dic 2021;1915;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;18,10;0,00;18,10
;;31 gen 2022;04 feb 2022;1915;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;18,10;0,00;18,10
;;30 mag 2022;Non definito;1915;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;21,72;21,72;0,00
;TEC-3-104-672;10 giu 2022;Non definito;2196;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Chiusa senza completa evasione;326,00;0,00;0,00
;TEC-LM358AM;05 set 2021;Non definito;1485;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Chiusa senza completa evasione;42,70;0,00;0,00
;TEC-MCP1824ST-3002E/DB;10 gen 2022;25 gen 2022;1788;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;1.560,00;0,00;1.560,00
;;28 feb 2022;10 mar 2022;1788;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;1.560,00;0,00;1.560,00
;;18 apr 2022;Non definito;1788;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;1.560,00;1.560,00;0,00
;TEC-LM2576S-5.0;17 gen 2022;25 gen 2022;26;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;557,55;0,00;557,55
;TEC-CD4027BM;13 dic 2021;15 dic 2021;2174;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;14,80;0,00;14,80
;TEC-L7809CV;25 gen 2022;25 gen 2022;26;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;15,90;0,00;15,90
;;07 feb 2022;12 feb 2022;226;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;18,64;0,00;18,64
;;28 mar 2022;25 mar 2022;226;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;17,61;0,00;17,61
;TEC-DLW21HN900SQ2LIND;10 gen 2022;12 gen 2022;2218;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;248,70;0,00;248,70
;TEC-CL21B104KACNNNC;06 dic 2021;10 dic 2021;2107;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;20,80;0,00;20,80
;TEC-CT47UF35V-E;14 feb 2022;16 feb 2022;260;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;431,81;0,00;431,81
;TEC-43045-1214;18 gen 2022;19 gen 2022;85;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;8,86;0,00;8,86
;TEC-43045-0814;18 gen 2022;19 gen 2022;85;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;30,78;0,00;30,78
;TEC-1-794073-0;27 set 2021;01 ott 2021;1616;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;1.014,00;0,00;1.014,00
;TEC-105133-0001;21 feb 2022;16 feb 2022;153;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;1.302,15;0,00;1.302,15
;TEC-37104-B122-00E-MB;08 nov 2021;16 nov 2021;1505;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;192,00;0,00;192,00
;;10 gen 2022;13 gen 2022;2283;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;92,16;0,00;92,16
;;09 mag 2022;19 gen 2022;2283;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa parzialmente;99,84;7,68;92,16
;;23 mag 2022;Non definito;2283;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;67,20;67,20;0,00
;;13 giu 2022;13 gen 2022;2283;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;7,68;0,00;7,68
;;27 giu 2022;Non definito;2283;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;59,52;59,52;0,00
;;;;338;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;25,33;25,33;0,00
;TEC-SSW-110-02-G-D-RA;29 nov 2021;29 nov 2021;1957;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;178,20;0,00;178,20
;;01 feb 2022;08 feb 2022;175;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;784,08;0,00;784,08
;;21 feb 2022;16 mar 2022;175;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;59,40;0,00;59,40
;;27 giu 2022;Non definito;200;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;148,50;148,50;0,00
;;;;423;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;79,20;79,20;0,00
;TEC-04FMS-1.0SP-TF;28 mar 2022;25 mar 2022;2283;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;539,08;0,00;539,08
;TEC-90142-0008;31 gen 2022;04 feb 2022;10;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;4,75;0,00;4,75
;TEC-43650-0200;10 gen 2022;12 gen 2022;2238;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;62,98;0,00;62,98
;TEC-SM02B-BHSS-1-TB;04 ott 2021;01 ott 2021;1637;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;5,95;0,00;5,95
;TEC-62684-402100ALF;01 nov 2021;02 nov 2021;1881;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;872,00;0,00;872,00
;TEC-39-29-9023;31 mar 2022;Non definito;558;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;378,26;378,26;0,00
;;04 apr 2022;Non definito;558;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;240,71;240,71;0,00
;TEC-TME1212S;18 gen 2022;21 gen 2022;75;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;196,71;0,00;196,71
;;01 apr 2022;Non definito;75;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;185,58;185,58;0,00
;TEC-OKI-78SR-5/1.5-W36-C;01 ago 2022;Non definito;431;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;17,74;17,74;0,00
;TEC-B330A-13-F;05 set 2022;Non definito;1636;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;215,00;215,00;0,00
;TEC-BAT54;10 gen 2022;12 gen 2022;10;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;39,90;0,00;39,90
;TEC-SM05T1G;10 gen 2022;13 gen 2022;2314;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;144,00;0,00;144,00
;TEC-ES1A R2;06 giu 2022;Non definito;559;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;242,25;242,25;0,00
;TEC-BZV55-C10,115;31 gen 2022;04 feb 2022;1636;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;28,25;0,00;28,25
;TEC-BZV55-C12,115;10 gen 2022;13 gen 2022;2224;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;33,40;0,00;33,40
;TEC-BZV55-C15,115;10 gen 2022;12 gen 2022;2238;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;28,63;0,00;28,63
;TEC-BAT54S;07 feb 2022;09 feb 2022;1636;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;46,38;0,00;46,38
;TEC-NFM21PC104R1E3D;24 gen 2022;25 gen 2022;120;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;143,60;0,00;143,60
;TEC-S505H-2.5-R;21 mar 2022;29 mar 2022;2168;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;137,48;0,00;137,48
;;28 mar 2022;Non definito;2168;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;68,74;68,74;0,00
;;09 mag 2022;Non definito;2168;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;68,74;68,74;0,00
;;30 mag 2022;Non definito;2168;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;68,74;68,74;0,00
;;01 lug 2022;Non definito;2168;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;137,48;137,48;0,00
;TEC-MF-R500;10 gen 2022;12 gen 2022;2238;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;48,75;0,00;48,75
;TEC-MF-R600;10 gen 2022;12 gen 2022;2238;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;53,96;0,00;53,96
;TEC-MF-R250;31 gen 2022;02 feb 2022;2283;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;10,61;0,00;10,61
;;27 giu 2022;Non definito;175;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;5,74;5,74;0,00
;TEC-0679L0250-05;31 gen 2022;02 feb 2022;1786;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;450,00;0,00;450,00
;;02 mag 2022;Non definito;1786;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;900,00;900,00;0,00
;TEC-0679L0500-05;18 apr 2022;29 mar 2022;1786;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;1.038,40;0,00;1.038,40
;;04 lug 2022;Non definito;1786;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Chiusa senza completa evasione;519,20;0,00;0,00
;TEC-AP5724WG-7;01 nov 2021;02 nov 2021;1636;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;480,00;0,00;480,00
;TEC-TCK-059;18 gen 2022;19 gen 2022;78;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;44,13;0,00;44,13
;TEC-SRN4018-4R7M;03 gen 2022;08 feb 2022;1637;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;306,00;0,00;306,00
;;31 gen 2022;09 feb 2022;2224;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;306,00;0,00;306,00
;TEC-C512A-WNN-CZ0B0152;10 gen 2022;13 gen 2022;10;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;341,93;0,00;341,93
;TEC-IS61WV25616BLL-10TLI;14 mar 2022;16 mar 2022;185;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;182,25;0,00;182,25
;TEC-FDN5630;30 gen 2023;Non definito;1786;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;188,10;188,10;0,00
;;06 feb 2023;Non definito;1786;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;564,30;564,30;0,00
;TEC-IRFZ44VZ;25 gen 2022;25 gen 2022;26;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;135,40;0,00;135,40
;;28 mar 2022;29 mar 2022;26;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;130,89;0,00;130,89
;TEC-PIC32MX150F128DT-I/P;10 apr 2023;Non definito;1862;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;5.976,00;5.976,00;0,00
;;15 mag 2023;Non definito;1862;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;9.324,00;9.324,00;0,00
;TEC-RGEF400;29 nov 2021;02 dic 2021;2064;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;2,97;0,00;2,97
;TEC-4301.0504;21 mar 2022;16 mar 2022;2130;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;314,59;0,00;314,59
;;;15 mar 2022;2130;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;157,29;0,00;157,29
;;29 ago 2022;Non definito;2130;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;157,29;157,29;0,00
;TEC-6100.4230;02 mag 2022;Non definito;2130;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;82,00;82,00;0,00
;;30 mag 2022;Non definito;2130;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;82,00;82,00;0,00
;;29 ago 2022;Non definito;2130;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;82,00;82,00;0,00
;;03 ott 2022;Non definito;2130;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;82,00;82,00;0,00
;;31 ott 2022;Non definito;2130;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Aperta;41,00;41,00;0,00
;TEC-1241.1104.7.097;31 gen 2022;04 feb 2022;2059;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;41,79;0,00;41,79
;;28 feb 2022;08 mar 2022;2172;Ordine a Fornitore;Ricevuta Bancaria 60 gg fm;Evasa;188,00;0,00;188,00
